mass,width,length_cm,wavelength,bounciness,recoil,condensation,distance,target,location_Belgium,location_China,location_France,location_Germany,location_India,location_Italy,location_Japan,location_Russia,location_South Korea,location_United Kingdom,location_United States,surface_bumpy,surface_flat,surface_matte,surface_shiny,surface_spiky
536,146,129,416,65.42,29.37,51.55,41.68,widget2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
582,112,124,772,69.29,35.67,79.38,22.72,widget4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
578,182,101,735,71.78,43.59,32.97,56.21,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
388,155,130,381,68.15,39.3,36.54,54.76,widget6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
377,140,161,535,29.19,100,29.85,45.97,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
716,137,140,632,52.09,63.68,46.5,37.43,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
250,123,149,549,46.96,56.31,22.61,50.86,widget7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
415,103,147,512,39.08,73.49,21.73,55.38,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,125,175,664,46.28,76.06,37.63,40.99,widget7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
655,122,139,594,11.81,57.81,53.73,62.12,widget1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
237,119,126,522,53.97,63.56,46.82,42.89,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
441,166,96,536,59.99,70.74,25.25,33.95,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
335,121,92,443,61.83,45.63,18.56,37.38,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
552,98,115,375,49.2,34.96,79.47,34.78,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
384,92,125,649,46.95,50.32,60.65,38.01,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
549,131,148,570,45.18,61.32,68.2,51.47,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
514,149,130,524,70.49,32.34,60.46,45.13,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
472,148,122.567045,405,81.55,36.91,53.08,18,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
573,115,132,794,66.8,59.61,68.27,26.32,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,149,138,652,11.83,31.48,38.57,46,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
505,165,125,543,59.01,57.91,75.98,39.51,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467,152,128,354,52.59,56.81,39.69,55.17,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
389,179,118,494,55.79,45.59,73.51,37.18,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
489,110,136,442,36.98,58.83,27.39,40.45,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
581,190,113,619,54.75,48.02,52.24,50.89,widget2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
551,144,79,478,64.93,33.5,36.89,56.37,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
633,172,126,504,60.76,41.37,70.23,38.39,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
458,147,147,520,51.47,42.26,64.49,50.41,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
536,143,136,471,36.27,68.72,31.6,39.15,widget1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
609,167,124,586,40.15,28.67,58.75,42.27,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
522,114,129,416,54.53,63.19,26.14,34.46,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
593,118,112,674,57.72,45.12,30.55,67.38,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
514,143,113,466,86.12,47.83,73.52,36.04,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
406,156,92,257,81.38,38.41,68.82,36.7,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
359,108,117,523,65.78,65.3,81.66,30.79,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
328,144,122.567045,567,65.72,50.6,75.53,37.58,widget2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
287,105,158,493,46.89,86.2,25.11,36.15,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,152,150,496,26.91,69.71,27.34,54.54,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
203,92,157,765,47.2,76.6,42.38,48.24,widget7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,136,116,621,47.93,35.12,84.72,27.84,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
392,127,131,624,60.01,62.56,26.63,48.47,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
389,125,131,578,62.6,53.8,47.36,46.48,widget6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
348,110,105,605,45.54,67.3,74.59,17.44,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
325,129,131,561,53.12,29.51,42.32,41.66,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
483,210,128,652,76.97,39.11,72.95,39.43,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
320,141,80,305,65.1,38.68,78.43,28.93,widget5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
503,118,160,647,46.13,50.17,30.83,57.48,widget6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
383,156,122.567045,560,47.75,75.92,24.47,38.87,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462,133,99,599,47.9,32.54,77.9,18.43,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
564,107,133,855,75.45,43.04,51.61,17.05,widget4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
425,124,135,516,79.21,66.01,75.02,24.97,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
420,160,122.567045,579,74.7,54.04,83.32,35.6,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
650,100,128,545,48.88,30.07,57.36,18.81,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
378,157,121,640,63.78,31.68,51.99,34.94,widget2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
341,209,131,517,45.68,61.07,80.23,32.08,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
523,195,121,400,79.52,16.05,42.12,28.77,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
504,134,128,537,77.8,61.88,69.15,30.05,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
729,138,99,510,51.37,68.41,67.82,16.75,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
383,115,146,809,32.67,42.17,52,50.93,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
624,159,91,633,73.04,35.86,39.16,49.36,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
445,128,133,479,46.78,53.4,69.13,53.35,widget6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
608,160,114,532,70.19,27.02,75.23,33.21,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,99,163,582,56.72,80.38,11.53,53.21,widget7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
372,152,71,552,83.57,9.68,77.03,24.91,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
327,118,127,488,23.68,52.6,56.31,35.89,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
708,118,129,686,50.47,31.5,66.03,28.37,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
392,128,130,463,57.28,43.41,62.64,21.6,widget4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
395,164,143,447,28.67,54.23,71.9,48,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
535,204,127,353,58.26,63.29,60.63,47.44,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208,177,73,307,57.96,38.88,57.41,26.53,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
486,179,126,628,69.75,60.73,54.78,23.16,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,102,154,734,47.39,64.15,53.48,46.39,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
342,82,141,768,28.58,41.94,25.04,47.47,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
474,136,81,609,61.43,68.48,26.35,50.91,widget3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,91,154,740,48.29,69.88,44.67,51.9,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
631,120,126,615,44.51,72.07,45.64,53.11,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
520,133,96,621,59.51,40.42,35.89,41.77,widget3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
606,146,115,655,53.79,55.17,26.26,46.67,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
433,162,100,333,38.85,35.33,57.37,22.7,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
390,216,116,599,59.23,43.6,64.63,34.87,widget2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
288,115,149,644,32.4,58.05,36.58,49.43,widget7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
445,120,157,607,34.12,65.35,51.52,37.31,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
531,132,141,464,65.27,38.75,68.38,31.22,widget4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
456,181,125,417,73.98,10.8,65.15,37.3,widget2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
593,146,127,705,55.63,44.41,49.29,39.72,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
411,165,95,675,63.16,48.39,50.81,41.97,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
551,140,192,637,58.16,60.94,41.53,53.42,widget6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
464,207,131,433,65.36,21.55,94.77,47.34,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
756,108,131,502,49.36,59.31,58.23,33.6,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
528,185,128,456,84.53,19.54,55.63,43.66,widget2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
467,88,122.567045,559,46.84,56.77,33.22,40.39,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
233,108,149,469,26.94,72.75,70.51,51.02,widget6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
565,99,116,616,58.31,59.83,51.18,51.57,widget1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
677,77,146,826,57.53,57.92,54.89,11.43,widget4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
411,124,155,668,39.81,66.41,33.17,54.77,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
333,98,151,507,50.46,40.63,49.77,50.03,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
433,134,91,704,45.54,58.61,30.93,37.39,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
429,131,132,584,5.53,52.38,46.08,36.46,widget1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
350,178,136,527,52.95,49.22,82.97,38,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
435,115,144,565,38.95,38.39,53.99,38.59,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
732,135,149,589,58.12,42.14,53.05,57.93,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
521,112,122,482,43,69.27,36.38,47.72,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
521,89,84,812,56.44,30.83,78.63,30.29,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
410,90,160,619,14.97,66.71,38.57,50.01,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
389,156,165,396,42.77,77.97,51.43,54.34,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
208,174,140,657,49.6,51.22,65.23,47.83,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,104,93,540,46.11,42.8,49.11,32.19,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
488,149,145,755,41.75,41.26,29.64,50.4,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
390,103,153,615,20.32,76.09,38.49,40.39,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
433,170,102,470,49.93,33.11,62.4,29.31,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
131,135,150,333,35.34,72.93,53.33,53.4,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
573,182,123,738,66.64,62.38,54.09,40.3,widget2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
293,139,89,370,67,40.62,67.1,33.19,widget5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
288,204,80,532,49.03,35.32,60.28,45.93,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
564,124,122.567045,678,66.27,53.22,49.53,16.64,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
342,133,85,637,50.86,54.88,53.59,39.05,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
301,142,189,653,35.58,73,47.69,50.44,widget7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
525,163,67,397,58.18,55.72,42.14,56.55,widget3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
267,105,150,458,20.73,57.61,61.89,65.68,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
408,153,95,770,66.31,45.14,37.4,48.19,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
423,132,136,605,64.47,56.25,49.98,10.01,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
355,125,123,672,54.68,33.55,13.37,45.67,widget1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
582,118,137,631,37.28,38.75,48.35,40.29,widget1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,164,95,708,62.24,61.24,34,46.99,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
653,166,80,655,73.27,63.2,46.86,36.28,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
261,184,129,630,33.36,52.15,67.9,45.14,widget6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
555,164,128,594,52.32,18.17,72.04,24.03,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
576,121,137,432,32.46,78.35,63.96,49.15,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
521,112,137,685,30.84,69.43,72.66,50.6,widget6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
277,105,159,672,37.01,60.29,20.87,39.53,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
348,108,155,575,38.16,45.86,38.64,42.79,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
332,122,85,677,75.13,48.09,41.57,25.87,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
214,166,76,422,67.03,26.41,68.61,19.44,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
311,186,123,448,56.69,36.12,67.56,30.18,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
327,135,150,472,38.3,67.87,53.37,36.24,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
471,127,178,705,39,51.67,55.75,55.4,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
637,187,88,614,47.48,44.39,58.54,42.33,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
574,136,146,628,37.64,54.19,70.19,47.53,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
385,152,134,558,47.59,60.79,47.9,47.69,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
604,137,120,466,52.98,26.95,73.76,37.96,widget2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
619,114,112,699,52.64,60.43,47.32,24.65,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
658,113,151,673,33.74,65.54,29.43,50.44,widget1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
609,95,128,556,52.52,45.51,62.84,30.87,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
619,140,100,534,73.94,57.83,37.88,49.74,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
390,130,104,574,53.22,43.21,83.82,19.01,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
437,173,99,459,68.74,37.37,55.12,45,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
553,118,122,705,56.88,40.84,65.87,19.44,widget4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
522,70,123,806,44.55,53.69,16.2,50.74,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
688,120,94,617,70.62,67.4,42.53,47.59,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
238,164,120,572,55.96,26.93,58.25,36.11,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,126,123,655,65.23,18.65,41.49,48.47,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
164,137,146,473,32.09,56.03,45.38,48.88,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
729,137,122.567045,651,83.7,52.15,69.92,34.22,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
706,184,109,495,45.79,36.18,74.45,38.32,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
575,111,64,485,58.05,66.11,29.77,42.13,widget3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
361,192,94,568,61.44,37.41,65.11,43.27,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
393,118,118,711,66.13,44.98,56.62,28.88,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
592,150,116,458,69.64,47.29,45.28,40.28,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
469,126,131,479,31.99,59.98,24.84,45.2,widget1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
414,88,82,598,60.63,71.78,53.85,15.82,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
526,205,130,605,68.41,56.2,58.34,35.55,widget2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
505,83,155,695,33.61,55.54,51.2,38.36,widget1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
200,144,98,418,60.96,39.11,50.33,11.28,widget5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
541,166,103,622,77.18,45.58,76.4,41.72,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
472,180,121,570,63.2,27.05,61.69,43.54,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
717,143,107,688,83.07,27.47,56.42,35.04,widget2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
418,142,133,642,30.17,60.75,69.88,54.25,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
210,131,147,714,58.86,66.71,68.36,58.44,widget6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
688,116,144,662,25.63,45.18,43.23,35.05,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
78,145,161,410,11.95,50.04,22.65,41.65,widget7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
512,151,151,501,38.72,57.45,53.41,40.97,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
479,75,121,528,86.23,60.78,72.34,5,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
660,171,89,788,44.4,36.33,45.51,56.6,widget3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
387,155,92,516,35.01,16.02,67.13,27.14,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
377,108,120,795,67.01,39.24,81.89,25.49,widget4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,190,88,438,61.89,47.86,55.07,31.6,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
293,118,160,619,30.23,77.26,19.93,43.75,widget7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
581,149,92,438,81.07,66.81,29.39,42.01,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
479,103,138,698,35.28,31.74,37.43,48.2,widget1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
449,134,97,600,58.45,31.92,34.06,41.86,widget3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
424,115,159,654,32.73,65.33,48.73,48.62,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
500,142,130,553,37.19,38.55,56.26,33.52,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,130,157,763,17.75,79.77,32.02,51.5,widget7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
201,137,80,610,52.28,38.82,69.27,18.64,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
514,127,131,512,34.55,55.08,72.28,51.92,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
690,132,94,542,80.96,51.44,54.84,55.8,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
420,158,101,452,55.76,28.08,67.87,21.01,widget5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
533,205,135,598,73.86,38.14,52.21,41.2,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
439,88,136,359,53.58,48.32,78.49,37.09,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
395,99,71,443,66.77,45.6,27.52,38.74,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
341,164,135,595,40.49,68.79,43.84,49.93,widget6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,127,81,724,53.86,40.14,35.83,35.89,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
244,151,116,526,46.69,54.41,64.12,38.35,widget5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
619,120,142,795,56.93,50.52,57.28,28.1,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
361,112,134,612,68.95,58.36,43.29,54.21,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
104,179,122.567045,424,53.64,22.13,43.32,24.04,widget5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
302,132,170,660,45.22,60.89,32.36,39.3,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
359,109,163,612,11.47,40.42,39.98,39.3,widget1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
290,150,139,442,56.01,80.29,33.42,37.98,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412,66,147,718,45.01,72.54,31.66,30,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
603,100,118,569,63.65,64.18,89.19,30.26,widget4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
583,160,85,603,53.12,41.04,22.13,40.39,widget3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
465,114,168,679,27.84,89.67,37.89,38.28,widget7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
296,118,119,517,73.23,80.38,51.3,27.82,widget4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
614,195,127,618,74.44,35.67,52.97,42.57,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
514,75,134,722,56.13,42.67,31.21,39.57,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
415,161,135,429,45.22,54.01,67.06,58.44,widget6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
601,133,89,521,50.23,60.82,40.93,54.96,widget3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
215,158,94,257,49.75,25.05,53.26,36.2,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
532,131,134,474,60.2,74.49,52,51.72,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
282,118,169,601,47.55,41.41,32.3,55.21,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
667,152,143,751,51.31,35.57,62.06,21.92,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
307,92,142,676,45.62,66.91,49.05,39.86,widget7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
464,139,155,528,42.78,51.45,37.64,49.06,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
350,136,80,396,32.02,24.04,59,30.25,widget5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
217,145,160,333,37.64,68.11,29.03,55.57,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
252,140,160,590,58.01,68.11,38.23,44.75,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
261,105,172,654,47,63.17,52.76,56.91,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
347,180,114,555,80.85,46.89,77.59,36.72,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
652,92,129,722,75.17,62.19,53.83,26.27,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430,97,116,574,49.5,52.84,65.89,15.17,widget4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
345,140,122.567045,427,19.01,76.32,53.28,46.51,widget6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
275,168,115,571,50.41,38.46,85.7,39.39,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
682,147,151,715,37.57,46.94,11.99,58.03,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
255,131,113,595,28.02,31.42,50.24,34.87,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
191,129,153,433,34.38,81.62,33.51,34.27,widget7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
397,162,138,675,52.26,54.53,53.49,55.73,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
440,207,87,443,56.06,29.69,42.45,52.27,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
579,107,101,316,57.87,56.53,31.24,55.91,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
558,200,112,515,78.47,48.15,66.59,35.85,widget2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
426,126,76,461,61.63,64.49,23.23,47.25,widget3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
